b'timestamp',b'steering angle'
1479424439191357458,-0.2373647838830948
1479424439241823067,-0.235619455575943
1479424439293144422,-0.2373647838830948
1479424439342756129,-0.2373647838830948
1479424439393006753,-0.23911011219024658
1479424439449799596,-0.24085544049739838
1479424439492871819,-0.23911011219024658
1479424439542911075,-0.235619455575943
1479424439592791802,-0.2321287840604782
1479424439642969355,-0.2321287840604782
1479424439692866811,-0.2321287840604782
1479424439742723249,-0.2321287840604782
1479424439793001819,-0.235619455575943
1479424439842803245,-0.24085544049739838
1479424439892718849,-0.24260076880455017
1479424439942816402,-0.24609142541885376
1479424439992764561,-0.24783675372600555
1479424440042875400,-0.25307273864746094
1479424440092926808,-0.24958208203315735
1479424440142903990,-0.24958208203315735
1479424440193145114,-0.24783675372600555
1479424440242802162,-0.24783675372600555
1479424440292872264,-0.24609142541885376
1479424440342807418,-0.24783675372600555
1479424440392857680,-0.24783675372600555
1479424440442862083,-0.24783675372600555
1479424440492954516,-0.24958208203315735
1479424440542862776,-0.25132742524147034
1479424440592951997,-0.24958208203315735
1479424440643611647,-0.24783675372600555
1479424440692956906,-0.24085544049739838
1479424440742939202,-0.23387411236763
1479424440793048116,-0.21642082929611206
1479424440843085211,-0.2024581879377365
1479424440893071573,-0.19373154640197754
1479424440942958922,-0.19198621809482574
1479424440993148510,-0.19896753132343292
1479424441043212958,-0.20943951606750488
1479424441093087225,-0.23387411236763
1479424441143049599,-0.25132742524147034
1479424441193124732,-0.2635447084903717
1479424441243149565,-0.2635447084903717
1479424441293075288,-0.25307273864746094
1479424441343168904,-0.24260076880455017
1479424441393852265,-0.2321287840604782
1479424441443029540,-0.23038345575332642
1479424441493195387,-0.22514747083187103
1479424441543094943,-0.22340214252471924
1479424441593214179,-0.21293017268180847
1479424441643210103,-0.2076941877603531
1479424441693263359,-0.19547687470912933
1479424441743079229,-0.18325957655906677
1479424441793210903,-0.1745329201221466
1479424441843152893,-0.16231562197208405
1479424441893889956,-0.1466076523065567
1479424441943267804,-0.13264502584934235
1479424441993301451,-0.10821041464805603
1479424442043320306,-0.09250245243310928
1479424442093271526,-0.07853981852531433
1479424442143273091,-0.07679449021816254
1479424442193430209,-0.07679449021816254
1479424442243477407,-0.07679449021816254
1479424442293620950,-0.07679449021816254
1479424442343516656,-0.07679449021816254
1479424442393494715,-0.08028514683246613
1479424442443377239,-0.08203047513961792
1479424442493746713,-0.0890117883682251
1479424442543422266,-0.09773843735456467
1479424442593470425,-0.12042772024869919
1479424442643471895,-0.13788101077079773
1479424442693544190,-0.15707963705062866
1479424442743590523,-0.16406095027923584
1479424442793591086,-0.16580627858638763
1479424442843444372,-0.16580627858638763
1479424442894813633,-0.17104226350784302
1479424442944625826,-0.18151424825191498
1479424442994710374,-0.19896753132343292
1479424443044779249,-0.21118484437465668
1479424443095822113,-0.22689279913902283
1479424443143573556,-0.2321287840604782
1479424443193513549,-0.23387411236763
1479424443243544138,-0.2321287840604782
1479424443293522127,-0.2321287840604782
1479424443349289291,-0.2321287840604782
1479424443392896776,-0.2321287840604782
1479424443442871883,-0.23387411236763
1479424443492910233,-0.23387411236763
1479424443542893336,-0.235619455575943
1479424443592935075,-0.235619455575943
1479424443642939113,-0.235619455575943
1479424443692942714,-0.23387411236763
1479424443743002337,-0.23038345575332642
1479424443792961478,-0.22340214252471924
1479424443842924313,-0.21118484437465668
1479424443893081944,-0.2042035162448883
1479424443943001660,-0.18849556148052216
1479424443992974568,-0.1780235767364502
1479424444049766190,-0.16580627858638763
1479424444093094472,-0.16057029366493225
1479424444143067113,-0.15707963705062866
1479424444193107149,-0.15882496535778046
1479424444243101043,-0.15882496535778046
1479424444293082287,-0.15882496535778046
1479424444343051185,-0.15882496535778046
1479424444393246728,-0.15707963705062866
1479424444443141429,-0.15184365212917328
1479424444493243002,-0.1500983089208603
1479424444543113299,-0.1500983089208603
1479424444593165736,-0.1500983089208603
1479424444650974257,-0.15358898043632507
1479424444693083523,-0.16057029366493225
1479424444743656047,-0.17104226350784302
1479424444793196683,-0.1780235767364502
1479424444843109684,-0.18500490486621857
1479424444893238054,-0.18675023317337036
1479424444943086330,-0.19024088978767395
1479424444993223241,-0.19896753132343292
1479424445043197087,-0.2076941877603531
1479424445093346387,-0.21293017268180847
1479424445143288858,-0.21816615760326385
1479424445193277952,-0.21991148591041565
1479424445243220715,-0.21991148591041565
1479424445293287523,-0.21642082929611206
1479424445343351656,-0.21467550098896027
1479424445393432423,-0.21293017268180847
1479424445443232100,-0.21467550098896027
1479424445501187660,-0.21293017268180847
1479424445543322188,-0.21293017268180847
1479424445593398412,-0.2076941877603531
1479424445643375389,-0.2059488445520401
1479424445693377412,-0.2059488445520401
1479424445743363969,-0.2059488445520401
1479424445793508678,-0.20071285963058472
1479424445843428242,-0.19896753132343292
1479424445893551796,-0.19722220301628113
1479424445943524615,-0.19547687470912933
1479424445993595174,-0.19547687470912933
1479424446043412106,-0.19722220301628113
1479424446093592006,-0.19722220301628113
1479424446143482064,-0.19722220301628113
1479424446193527700,-0.19373154640197754
1479424446243466283,-0.19024088978767395
1479424446293604642,-0.18675023317337036
1479424446342936849,-0.19024088978767395
1479424446394169918,-0.18849556148052216
1479424446444367950,-0.19198621809482574
1479424446494313314,-0.19373154640197754
1479424446544323180,-0.19373154640197754
1479424446594878578,-0.18849556148052216
1479424446644459361,-0.1780235767364502
1479424446694348317,-0.1727875918149948
1479424446744725869,-0.16231562197208405
1479424446794335773,-0.1448623239994049
1479424446844344116,-0.1186823919415474
1479424446894445667,-0.10821041464805603
1479424446944329355,-0.09250245243310928
1479424446994362919,-0.07679449021816254
1479424447044500846,-0.0593411959707737
1479424447094460240,-0.04886921867728233
1479424447144637613,-0.03490658476948738
1479424447194614120,-0.01745329238474369
1479424447244530206,0.008726646192371845
1479424447294632480,0.02617993950843811
1479424447351762304,0.04712389037013054
1479424447393825237,0.06632251292467117
1479424447443763559,0.09075712412595749
1479424447494196647,0.09948376566171646
1479424447543831578,0.12217304855585098
1479424447593850690,0.14137166738510132
1479424447643943189,0.1727875918149948
1479424447693841683,0.19198621809482574
1479424447743855951,0.21467550098896027
1479424447793879086,0.22514747083187103
1479424447843957168,0.2321287840604782
1479424447893974912,0.235619455575943
1479424447943934179,0.24085544049739838
1479424447994015064,0.24085544049739838
1479424448043906622,0.24958208203315735
1479424448093986951,0.2652900516986847
1479424448151861230,0.296705961227417
1479424448193447765,0.3176499307155609
1479424448252579814,0.33510321378707886
1479424448295877372,0.343829870223999
1479424448344849473,0.36302849650382996
1479424448394736831,0.3787364363670349
1479424448444884247,0.404916375875473
1479424448494742854,0.4153883755207062
1479424448544848442,0.42236968874931335
1479424448594708093,0.42935100197792053
1479424448644770122,0.44854962825775146
1479424448694679902,0.45727625489234924
1479424448744765542,0.45902159810066223
1479424448794715024,0.45553094148635864
1479424448844685873,0.45553094148635864
1479424448894817498,0.45553094148635864
1479424448945469959,0.45378559827804565
1479424448994918226,0.4468042850494385
1479424449045573639,0.4468042850494385
1479424449094864459,0.4468042850494385
1479424449145792598,0.4468042850494385
1479424449194891286,0.4450589716434479
1479424449244875255,0.42935100197792053
1479424449294932820,0.404916375875473
1479424449345836768,0.36302849650382996
1479424449395713357,0.34033921360969543
1479424449452069698,0.33684855699539185
1479424449494120426,0.3490658402442932
1479424449544139836,0.3822270929813385
1479424449594147163,0.39269909262657166
1479424449644147000,0.39269909262657166
1479424449694620886,0.38920843601226807
1479424449744639698,0.3769911229610443
1479424449794629403,0.36128315329551697
1479424449844657526,0.343829870223999
1479424449894832395,0.33510321378707886
1479424449944713241,0.3298672139644623
1479424449994689568,0.3281219005584717
1479424450044631977,0.3176499307155609
1479424450094754978,0.30717796087265015
1479424450144860973,0.2897246479988098
1479424450194632434,0.28274333477020264
1479424450244847888,0.28099802136421204
1479424450294789179,0.28274333477020264
1479424450344835064,0.2897246479988098
1479424450393063375,0.2949606478214264
1479424450443972575,0.2949606478214264
1479424450493964922,0.2879793345928192
1479424450545921448,0.28274333477020264
1479424450596928922,0.28274333477020264
1479424450647139760,0.28274333477020264
1479424450696032583,0.2844886779785156
1479424450746048893,0.2879793345928192
1479424450796120064,0.2879793345928192
1479424450846269482,0.2949606478214264
1479424450896165397,0.31066861748695374
1479424450946136749,0.3246312439441681
1479424450995985418,0.3543018400669098
1479424451046115754,0.35953783988952637
1479424451096063921,0.3577924966812134
1479424451146019027,0.3508111834526062
1479424451195945374,0.3263765573501587
1479424451246079242,0.30543261766433716
1479424451296135081,0.2705260217189789
1479424451345995133,0.2583087384700775
1479424451396046536,0.2600540518760681
1479424451446119458,0.2670353651046753
1479424451496080513,0.27401667833328247
1479424451547022641,0.28274333477020264
1479424451596029197,0.2949606478214264
1479424451646980675,0.30717796087265015
1479424451696079184,0.3246312439441681
1479424451745969870,0.33161255717277527
1479424451796126762,0.33684855699539185
1479424451846338362,0.34208452701568604
1479424451897144289,0.343829870223999
1479424451946185928,0.343829870223999
1479424451996027401,0.33684855699539185
1479424452046017633,0.33161255717277527
1479424452096054569,0.33335790038108826
1479424452147268591,0.343829870223999
1479424452197132427,0.36302849650382996
1479424452246278926,0.37000980973243713
1479424452296153813,0.36826446652412415
1479424452346256227,0.3525564968585968
1479424452397513686,0.3176499307155609
1479424452446201207,0.2949606478214264
1479424452496122154,0.2687807083129883
1479424452546359177,0.2652900516986847
1479424452596189533,0.27401667833328247
1479424452646165011,0.2862339913845062
1479424452696055214,0.30717796087265015
1479424452746163702,0.3141592741012573
1479424452796100744,0.3141592741012573
1479424452846208282,0.3141592741012573
1479424452896082988,0.31241393089294434
1479424452946530612,0.31241393089294434
1479424452996282673,0.30717796087265015
1479424453046355297,0.3001966178417206
1479424453096289134,0.2879793345928192
1479424453146689986,0.27750736474990845
1479424453196194516,0.2617993950843811
1479424453246316555,0.25132742524147034
1479424453296169885,0.24260076880455017
1479424453346081782,0.24085544049739838
1479424453397412614,0.24434609711170197
1479424453446338885,0.24783675372600555
1479424453496154488,0.25132742524147034
1479424453546338249,0.2565633952617645
1479424453596216805,0.2548180818557739
1479424453646271586,0.25132742524147034
1479424453696184546,0.25132742524147034
1479424453746322422,0.24958208203315735
1479424453796315681,0.24958208203315735
1479424453846263834,0.24958208203315735
1479424453896361459,0.24958208203315735
1479424453946473015,0.24958208203315735
1479424453996124630,0.24609142541885376
1479424454046265865,0.24085544049739838
1479424454097336228,0.22165681421756744
1479424454146384440,0.2024581879377365
1479424454196235189,0.1448623239994049
1479424454246292484,0.09948376566171646
1479424454296238940,0.05061454698443413
1479424454346179543,0.03316125646233559
1479424454396295685,0.03316125646233559
1479424454447300816,0.03316125646233559
1479424454496355546,0.03490658476948738
1479424454546466654,0.04014257341623306
1479424454596423310,0.05061454698443413
1479424454646566999,0.057595863938331604
1479424454696488509,0.06806784123182297
1479424454746369972,0.06806784123182297
1479424454796483193,0.057595863938331604
1479424454846504328,0.057595863938331604
1479424454896817065,0.04886921867728233
1479424454947339466,0.03839724510908127
1479424454996558242,0.024434609338641167
1479424455046510979,0.01745329238474369
1479424455097467761,0.008726646192371845
1479424455146471093,0.006981316953897476
1479424455196564288,0.005235987715423107
1479424455247452218,0.003490658476948738
1479424455296667952,0.003490658476948738
1479424455346558274,0.003490658476948738
1479424455396580824,0.001745329238474369
1479424455447558964,0.001745329238474369
1479424455495507919,0.001745329238474369
1479424455545650905,0.001745329238474369
1479424455595552684,0.003490658476948738
1479424455645723268,0.003490658476948738
1479424455695634195,0.005235987715423107
1479424455745629930,0.005235987715423107
1479424455795537120,0.006981316953897476
1479424455845600024,0.013962633907794952
1479424455895804488,0.027925267815589905
1479424455945733192,0.03141592815518379
1479424455995653270,0.03141592815518379
1479424456045607788,0.027925267815589905
1479424456095755707,0.024434609338641167
1479424456145528207,0.019198622554540634
1479424456195621022,0.015707964077591896
1479424456245799358,0.015707964077591896
1479424456295737346,0.015707964077591896
1479424456345680498,0.015707964077591896
1479424456395814504,0.015707964077591896
1479424456446576095,0.015707964077591896
1479424456495740375,0.006981316953897476
1479424456545915715,-0.005235987715423107
1479424456595693063,-0.015707964077591896
1479424456645906646,-0.015707964077591896
1479424456695671197,-0.015707964077591896
1479424456745692423,-0.013962633907794952
1479424456796480307,-0.013962633907794952
1479424456845794070,-0.013962633907794952
1479424456895754808,-0.013962633907794952
1479424456945831252,-0.012217304669320583
